name,osmids,n_lanes,road_name,road_type,intervention,source,discovery,country,description_of_intervention,justification
Seafront road,"115028870,406022289,5096881,119384806",2,Esplanade,Tertiary,No through traffic,https://www.expressfm.com/news/local-news/seafront-road-closure-from-1-may/,CyclingUK,UK,The road will be closed from 6am on Friday 1 May along two sections; between the Ocean at the End of The Lane (Western end of Canoe Lake) and St George's Road and from the D-Day Car Park to Hovertravel.,exercise
